Date,Open,High,Low,Close,Adj Close,Volume
8/22/2018,6486.25,6816.79,6310.11,6376.71,6376.71,4668110000
8/23/2018,6371.34,6546.54,6371.34,6534.88,6534.88,3426180000
8/24/2018,6551.52,6719.96,6498.64,6719.96,6719.96,4097820000
8/25/2018,6719.95,6789.63,6700.96,6763.19,6763.19,3312600000
8/26/2018,6754.64,6774.75,6620.75,6707.26,6707.26,3295500000
8/27/2018,6710.80,6884.64,6689.71,6884.64,6884.64,4019000000
8/28/2018,6891.08,7109.56,6882.34,7096.28,7096.28,4659940000
8/29/2018,7091.71,7113.30,6970.82,7047.16,7047.16,4145880000
8/30/2018,7043.76,7072.69,6834.69,6978.23,6978.23,4463250000
8/31/2018,6973.97,7057.17,6920.16,7037.58,7037.58,4495650000
9/1/2018,7044.81,7242.29,7038.05,7193.25,7193.25,4116050000
9/2/2018,7189.58,7306.31,7132.16,7272.72,7272.72,4329540000
9/3/2018,7279.03,7317.94,7208.15,7260.06,7260.06,4087760000
9/4/2018,7263.00,7388.26,7255.44,7361.66,7361.66,4273640000
9/5/2018,7361.46,7388.43,6792.83,6792.83,6792.83,5800460000
9/6/2018,6755.14,6755.14,6404.72,6529.17,6529.17,5523470000
9/7/2018,6528.92,6555.29,6396.87,6467.07,6467.07,4264680000
9/8/2018,6460.17,6534.25,6197.52,6225.98,6225.98,3835060000
9/9/2018,6223.38,6446.26,6201.22,6300.86,6300.86,3671890000
9/10/2018,6301.57,6374.98,6292.76,6329.70,6329.70,3714100000
9/11/2018,6331.88,6398.92,6260.21,6321.20,6321.20,3849910000
9/12/2018,6317.01,6363.87,6265.09,6351.80,6351.80,4064230000
9/13/2018,6354.24,6535.41,6354.24,6517.31,6517.31,4210910000
9/14/2018,6515.41,6596.10,6456.17,6512.71,6512.71,4076220000
9/15/2018,6509.40,6561.72,6493.55,6543.20,6543.20,3216300000
9/16/2018,6536.68,6544.33,6460.10,6517.18,6517.18,3273730000
9/17/2018,6514.06,6540.21,6257.52,6281.20,6281.20,3910780000
9/18/2018,6280.91,6384.18,6265.71,6371.30,6371.30,4180090000
9/19/2018,6371.85,6448.46,6208.34,6398.54,6398.54,4431340000
9/20/2018,6398.85,6529.26,6395.95,6519.67,6519.67,4348110000
9/21/2018,6513.87,6794.33,6496.36,6734.95,6734.95,6531940000
9/22/2018,6735.05,6814.56,6616.80,6721.98,6721.98,4509660000
9/23/2018,6715.32,6766.15,6679.42,6710.63,6710.63,4197500000
9/24/2018,6704.77,6713.56,6580.90,6595.41,6595.41,4177310000
9/25/2018,6603.64,6603.64,6381.86,6446.47,6446.47,4726180000
9/26/2018,6452.79,6585.91,6397.89,6495.00,6495.00,4437300000
9/27/2018,6495.29,6712.10,6464.95,6676.75,6676.75,4606810000
9/28/2018,6678.75,6785.03,6598.32,6644.13,6644.13,5014430000
9/29/2018,6643.10,6643.10,6511.65,6601.96,6601.96,4363690000
9/30/2018,6604.71,6643.78,6566.54,6625.56,6625.56,4002280000
10/1/2018,6619.85,6653.30,6549.08,6589.62,6589.62,4000970000
10/2/2018,6593.24,6611.84,6537.90,6556.10,6556.10,3979260000
10/3/2018,6553.86,6571.46,6454.03,6502.59,6502.59,3887310000
10/4/2018,6497.91,6603.31,6497.91,6576.69,6576.69,3838410000
10/5/2018,6574.15,6623.62,6557.41,6622.48,6622.48,3671500000
10/6/2018,6622.45,6628.54,6577.80,6588.31,6588.31,3259740000
10/7/2018,6590.68,6641.49,6557.04,6602.95,6602.95,3306630000
10/8/2018,6600.19,6675.06,6576.04,6652.23,6652.23,3979460000
10/9/2018,6653.08,6661.41,6606.94,6642.64,6642.64,3580810000
10/10/2018,6640.29,6640.29,6538.96,6585.53,6585.53,3787650000
10/11/2018,6586.74,6586.74,6243.74,6256.24,6256.24,5181640000
10/12/2018,6239.25,6328.50,6236.47,6274.58,6274.58,3783500000
10/13/2018,6278.08,6308.51,6259.81,6285.99,6285.99,3064030000
10/14/2018,6288.49,6363.21,6280.15,6290.93,6290.93,3085320000
10/15/2018,6292.64,6965.06,6258.68,6596.54,6596.54,7370770000
10/16/2018,6601.41,6673.59,6571.37,6596.11,6596.11,4074800000
10/17/2018,6590.52,6601.21,6517.45,6544.43,6544.43,4088420000
10/18/2018,6542.33,6567.54,6450.04,6476.71,6476.71,3924080000
10/19/2018,6478.07,6493.68,6445.31,6465.41,6465.41,3578870000
10/20/2018,6460.92,6497.72,6449.00,6489.19,6489.19,3379130000
10/21/2018,6490.09,6556.38,6476.00,6482.35,6482.35,3253610000
10/22/2018,6486.05,6543.80,6462.98,6487.16,6487.16,3672860000
10/23/2018,6472.36,6506.01,6451.27,6475.74,6475.74,3716150000
10/24/2018,6478.89,6521.99,6468.86,6495.84,6495.84,3424670000
10/25/2018,6484.65,6504.65,6447.03,6476.29,6476.29,3230550000
10/26/2018,6468.44,6498.29,6449.61,6474.75,6474.75,3306050000
10/27/2018,6480.84,6507.41,6453.53,6480.38,6480.38,3393250000
10/28/2018,6482.66,6502.28,6447.91,6486.39,6486.39,3445190000
10/29/2018,6492.35,6503.60,6306.99,6332.63,6332.63,4199910000
10/30/2018,6337.04,6364.99,6310.14,6334.27,6334.27,3781100000
10/31/2018,6336.99,6349.16,6316.88,6317.61,6317.61,4191240000
11/1/2018,6318.14,6547.14,6311.83,6377.78,6377.78,3789400000
11/2/2018,6378.92,6396.86,6327.38,6388.44,6388.44,4234870000
11/3/2018,6387.24,6400.07,6342.37,6361.26,6361.26,3658640000
11/4/2018,6365.47,6388.63,6294.57,6376.13,6376.13,4390020000
11/5/2018,6363.62,6480.59,6363.62,6419.66,6419.66,4174800000
11/6/2018,6433.38,6463.55,6408.16,6461.01,6461.01,4700040000
11/7/2018,6468.50,6552.16,6468.31,6530.14,6530.14,4941260000
11/8/2018,6522.27,6536.92,6438.53,6453.72,6453.72,4665260000
11/9/2018,6442.60,6456.46,6373.37,6385.62,6385.62,4346820000
11/10/2018,6386.13,6437.28,6385.31,6409.22,6409.22,3705320000
11/11/2018,6413.63,6423.25,6350.17,6411.27,6411.27,3939060000
11/12/2018,6411.76,6434.21,6360.47,6371.27,6371.27,4295770000
11/13/2018,6373.19,6395.27,6342.67,6359.49,6359.49,4503800000
11/14/2018,6351.24,6371.55,5544.09,5738.35,5738.35,7398940000
11/15/2018,5736.15,5774.82,5358.38,5648.03,5648.03,7032140000
11/16/2018,5645.32,5657.02,5498.94,5575.55,5575.55,5279320000
11/17/2018,5578.58,5578.58,5519.56,5554.33,5554.33,4303150000
11/18/2018,5559.74,5653.61,5559.74,5623.54,5623.54,4159680000
11/19/2018,5620.78,5620.78,4842.91,4871.49,4871.49,7039560000
11/20/2018,4863.93,4951.61,4272.11,4451.87,4451.87,8428290000
11/21/2018,4465.54,4675.73,4343.98,4602.17,4602.17,6120120000
11/22/2018,4611.57,4629.64,4365.64,4365.94,4365.94,4569370000
11/23/2018,4360.70,4396.42,4195.68,4347.11,4347.11,4871490000
11/24/2018,4347.69,4413.09,3795.16,3880.76,3880.76,4679500000
11/25/2018,3880.78,4120.87,3585.06,4009.97,4009.97,6825640000
11/26/2018,4015.07,4107.14,3643.92,3779.13,3779.13,6476900000
11/27/2018,3765.95,3862.96,3661.01,3820.72,3820.72,5998720000
11/28/2018,3822.47,4385.90,3822.47,4257.42,4257.42,7280280000
11/29/2018,4269.00,4413.02,4145.77,4278.85,4278.85,6503347767
11/30/2018,4289.09,4322.98,3942.82,4017.27,4017.27,6048016717
12/1/2018,4024.46,4309.38,3969.71,4214.67,4214.67,5375314093
12/2/2018,4200.73,4301.52,4110.98,4139.88,4139.88,5262697895
12/3/2018,4147.32,4155.98,3840.45,3894.13,3894.13,5089570994
12/4/2018,3886.29,4075.63,3832.75,3956.89,3956.89,5028069239
12/5/2018,3958.89,3969.54,3753.99,3753.99,3753.99,5302481574
12/6/2018,3754.07,3874.97,3521.10,3521.10,3521.10,5878333109
12/7/2018,3512.59,3512.59,3280.23,3419.94,3419.94,6835615448
12/8/2018,3421.91,3506.04,3350.65,3476.11,3476.11,5305024497
12/9/2018,3473.23,3685.31,3469.09,3614.23,3614.23,4947372847
12/10/2018,3612.05,3647.33,3470.14,3502.66,3502.66,5020968740
12/11/2018,3497.55,3513.19,3392.25,3424.59,3424.59,4696765188
12/12/2018,3421.46,3534.23,3413.48,3486.95,3486.95,4139364829
12/13/2018,3487.88,3489.74,3298.13,3313.68,3313.68,4343372456
12/14/2018,3311.75,3329.56,3206.54,3242.48,3242.48,4372763663
12/15/2018,3244.00,3275.38,3191.30,3236.76,3236.76,3551763561
12/16/2018,3236.27,3305.75,3233.82,3252.84,3252.84,3744248994
12/17/2018,3253.12,3597.92,3253.12,3545.86,3545.86,5409247918
12/18/2018,3544.76,3701.35,3487.17,3696.06,3696.06,5911325473
12/19/2018,3706.82,3949.32,3687.23,3745.95,3745.95,6810689119
12/20/2018,3742.20,4191.23,3728.97,4134.44,4134.44,8927129279
12/21/2018,4133.70,4198.43,3850.95,3896.54,3896.54,7206015706
12/22/2018,3898.08,4014.18,3855.74,4014.18,4014.18,5605823233
12/23/2018,4020.99,4085.72,3976.41,3998.98,3998.98,6151275490
12/24/2018,4000.33,4271.79,4000.33,4078.60,4078.60,7240968501
12/25/2018,4081.03,4089.56,3760.02,3815.49,3815.49,6158207293
12/26/2018,3819.67,3893.36,3769.86,3857.30,3857.30,5326547918
12/27/2018,3854.69,3874.42,3645.45,3654.83,3654.83,5130222366
12/28/2018,3653.13,3956.14,3642.63,3923.92,3923.92,5631554348
12/29/2018,3932.49,3963.76,3820.41,3820.41,3820.41,4991655917
12/30/2018,3822.38,3901.91,3797.22,3865.95,3865.95,4770578575
12/31/2018,3866.84,3868.74,3725.87,3742.70,3742.70,4661840806
1/1/2019,3746.71,3850.91,3707.23,3843.52,3843.52,4324200990
1/2/2019,3849.22,3947.98,3817.41,3943.41,3943.41,5244856836
1/3/2019,3931.05,3935.69,3826.22,3836.74,3836.74,4530215219
1/4/2019,3832.04,3865.93,3783.85,3857.72,3857.72,4847965467
1/5/2019,3851.97,3904.90,3836.90,3845.19,3845.19,5137609824
1/6/2019,3836.52,4093.30,3826.51,4076.63,4076.63,5597027440
1/7/2019,4078.58,4092.61,4020.89,4025.25,4025.25,5228625637
1/8/2019,4028.47,4109.02,3996.96,4030.85,4030.85,5306593305
1/9/2019,4031.55,4068.40,4022.66,4035.30,4035.30,5115905225
1/10/2019,4034.41,4064.07,3659.17,3678.92,3678.92,6874143796
1/11/2019,3674.02,3713.88,3653.07,3687.37,3687.37,5538712865
1/12/2019,3686.97,3698.98,3653.81,3661.30,3661.30,4778170883
1/13/2019,3658.87,3674.76,3544.93,3552.95,3552.95,4681302466
1/14/2019,3557.31,3727.84,3552.29,3706.05,3706.05,5651384490
1/15/2019,3704.22,3720.15,3619.95,3630.68,3630.68,5537192302
1/16/2019,3631.51,3685.78,3624.67,3655.01,3655.01,5394457145
1/17/2019,3651.87,3680.14,3621.96,3678.56,3678.56,5464420383
1/18/2019,3677.99,3682.52,3637.08,3657.84,3657.84,5002961727
1/19/2019,3652.38,3758.53,3652.38,3728.57,3728.57,5955691380
1/20/2019,3725.45,3743.39,3583.02,3601.01,3601.01,5582489560
1/21/2019,3600.37,3608.84,3558.54,3576.03,3576.03,5004347059
1/22/2019,3575.08,3620.75,3539.72,3604.58,3604.58,5313623556
1/23/2019,3605.56,3623.07,3565.31,3585.12,3585.12,5433755649
1/24/2019,3584.50,3616.09,3569.09,3600.87,3600.87,5262869046
1/25/2019,3607.39,3612.93,3575.60,3599.77,3599.77,5265847539
1/26/2019,3599.72,3654.93,3593.35,3602.46,3602.46,5098183235
1/27/2019,3604.69,3612.67,3567.25,3583.97,3583.97,5570752966
1/28/2019,3584.28,3586.75,3439.23,3470.45,3470.45,6908930483
1/29/2019,3468.87,3476.07,3400.82,3448.12,3448.12,5897159493
1/30/2019,3443.90,3495.17,3429.39,3486.18,3486.18,5955112627
1/31/2019,3485.41,3504.80,3447.92,3457.79,3457.79,5831198271
2/1/2019,3460.55,3501.95,3431.59,3487.95,3487.95,5422926707
2/2/2019,3484.63,3523.29,3467.57,3521.06,3521.06,5071623601
2/3/2019,3516.14,3521.39,3447.92,3464.01,3464.01,5043937584
2/4/2019,3467.21,3476.22,3442.59,3459.15,3459.15,5332718886
2/5/2019,3454.95,3478.15,3451.94,3466.36,3466.36,5227549545
2/6/2019,3469.09,3469.09,3398.57,3413.77,3413.77,5482196038
2/7/2019,3414.93,3427.95,3394.22,3399.47,3399.47,5004962683
2/8/2019,3401.38,3695.61,3391.02,3666.78,3666.78,7735623101
2/9/2019,3671.59,3679.94,3646.56,3671.20,3671.20,6158833645
2/10/2019,3673.20,3695.04,3640.98,3690.19,3690.19,6282256903
2/11/2019,3695.61,3695.61,3642.29,3648.43,3648.43,6277056434
2/12/2019,3642.75,3668.59,3618.56,3653.53,3653.53,6480384532
2/13/2019,3653.60,3669.75,3617.25,3632.07,3632.07,6438903823
2/14/2019,3631.17,3646.26,3607.70,3616.88,3616.88,6271044418
2/15/2019,3617.37,3647.80,3608.21,3620.81,3620.81,6091952231
2/16/2019,3615.27,3652.84,3615.27,3629.79,3629.79,5934744052
2/17/2019,3633.36,3680.54,3619.18,3673.84,3673.84,7039512503
2/18/2019,3671.37,3936.67,3669.98,3915.71,3915.71,9908216640
2/19/2019,3911.66,4010.88,3908.15,3947.09,3947.09,9933626655
2/20/2019,3946.69,4000.49,3926.25,3999.82,3999.82,8693373948
2/21/2019,4000.26,4010.01,3940.11,3954.12,3954.12,7775128102
2/22/2019,3952.41,4006.54,3950.82,4005.53,4005.53,7826525254
2/23/2019,3998.92,4166.29,3968.73,4142.53,4142.53,8922258316
2/24/2019,4145.46,4210.64,3793.71,3810.43,3810.43,10794227451
2/25/2019,3807.00,3913.71,3807.00,3882.70,3882.70,9318796067
2/26/2019,3878.70,3891.58,3837.99,3854.36,3854.36,7931218996
2/27/2019,3857.48,3888.80,3787.06,3851.05,3851.05,8301309684
2/28/2019,3848.26,3906.06,3845.82,3854.79,3854.79,8399767798
3/1/2019,3853.76,3907.80,3851.69,3859.58,3859.58,7661247975
3/2/2019,3855.32,3874.61,3832.13,3864.42,3864.42,7578786076
3/3/2019,3862.27,3875.48,3836.91,3847.18,3847.18,7253558152
3/4/2019,3845.09,3867.38,3733.75,3761.56,3761.56,9029175788
3/5/2019,3759.83,3903.92,3745.18,3896.38,3896.38,10174126415
3/6/2019,3897.08,3919.51,3871.46,3903.94,3903.94,9175291529
3/7/2019,3903.38,3939.37,3894.11,3911.48,3911.48,9584165519
3/8/2019,3913.23,3950.43,3875.23,3901.13,3901.13,10638638944
3/9/2019,3894.55,3987.24,3892.39,3963.31,3963.31,10796103518
3/10/2019,3966.17,3966.17,3924.38,3951.60,3951.60,9713267607
3/11/2019,3953.74,3966.38,3889.24,3905.23,3905.23,10125901903
3/12/2019,3903.76,3926.89,3863.56,3909.16,3909.16,9809887079
3/13/2019,3913.05,3926.60,3891.90,3906.72,3906.72,9469184841
3/14/2019,3905.58,3946.50,3901.30,3924.37,3924.37,10480789570
3/15/2019,3926.66,3968.54,3914.02,3960.91,3960.91,9394210605
3/16/2019,3963.90,4077.04,3961.66,4048.73,4048.73,9856166973
3/17/2019,4047.72,4054.12,4006.41,4025.23,4025.23,8221625400
3/18/2019,4029.97,4071.56,4009.12,4032.51,4032.51,9646954186
3/19/2019,4032.69,4082.22,4023.81,4071.19,4071.19,9344919956
3/20/2019,4070.79,4089.46,4031.11,4087.48,4087.48,10175916388
3/21/2019,4083.95,4097.36,4005.15,4029.33,4029.33,10831212662
3/22/2019,4028.51,4053.91,4021.54,4023.97,4023.97,9252935969
3/23/2019,4022.71,4049.88,4015.96,4035.83,4035.83,9578850549
3/24/2019,4035.16,4040.70,4006.19,4022.17,4022.17,9144851065
3/25/2019,4024.11,4038.84,3934.03,3963.07,3963.07,10359818883
3/26/2019,3969.23,3985.08,3944.75,3985.08,3985.08,10707678815
3/27/2019,3984.24,4087.07,3977.81,4087.07,4087.07,10897131934
3/28/2019,4087.58,4094.90,4040.27,4069.11,4069.11,9353915899
3/29/2019,4068.30,4113.50,4034.10,4098.37,4098.37,10918665557
3/30/2019,4092.14,4296.81,4053.91,4106.66,4106.66,9732688060
3/31/2019,4105.46,4113.02,4094.10,4105.40,4105.40,9045122443
4/1/2019,4105.36,4164.95,4096.90,4158.18,4158.18,10157794171
4/2/2019,4156.92,4905.95,4155.32,4879.88,4879.88,21315047816
4/3/2019,4879.96,5307.00,4876.62,4973.02,4973.02,22899891582
4/4/2019,4971.31,5063.16,4836.79,4922.80,4922.80,18251810240
4/5/2019,4922.81,5053.51,4919.49,5036.68,5036.68,16837325387
4/6/2019,5036.79,5205.82,4992.22,5059.82,5059.82,16929795194
4/7/2019,5062.79,5235.19,5050.41,5198.90,5198.90,16655416140
4/8/2019,5199.84,5318.84,5148.21,5289.77,5289.77,17154113634
4/9/2019,5289.92,5289.92,5167.42,5204.96,5204.96,14722104361
4/10/2019,5204.11,5421.65,5193.38,5324.55,5324.55,15504590933
4/11/2019,5325.08,5354.23,5017.30,5064.49,5064.49,16555616019
4/12/2019,5061.20,5103.27,4955.85,5089.54,5089.54,13675206312
4/13/2019,5088.85,5127.12,5061.59,5096.59,5096.59,10823289598
4/14/2019,5095.76,5184.02,5053.57,5167.72,5167.72,10391952498
4/15/2019,5167.32,5196.61,5024.07,5067.11,5067.11,12290155061
4/16/2019,5066.58,5238.95,5055.19,5235.56,5235.56,11618660197
4/17/2019,5236.14,5274.28,5219.21,5251.94,5251.94,12438480677
4/18/2019,5251.48,5319.99,5250.51,5298.39,5298.39,13256489918
4/19/2019,5298.15,5336.68,5233.33,5303.81,5303.81,13780238655
4/20/2019,5304.16,5358.49,5295.88,5337.89,5337.89,13169647522
4/21/2019,5335.88,5359.92,5257.34,5314.53,5314.53,13731844223
4/22/2019,5312.49,5422.69,5280.28,5399.37,5399.37,14601631648
4/23/2019,5399.37,5633.80,5389.41,5572.36,5572.36,15867308108
4/24/2019,5571.51,5642.04,5418.26,5464.87,5464.87,17048033399
4/25/2019,5466.52,5542.24,5181.34,5210.52,5210.52,15330283408
4/26/2019,5210.30,5383.63,5177.37,5279.35,5279.35,16812108040
4/27/2019,5279.47,5310.75,5233.64,5268.29,5268.29,13111274675
4/28/2019,5271.75,5326.23,5255.68,5285.14,5285.14,12819992056
4/29/2019,5284.86,5311.27,5216.49,5247.35,5247.35,13735490672
4/30/2019,5247.73,5363.26,5224.19,5350.73,5350.73,13878964574
5/1/2019,5350.91,5418.00,5347.65,5402.70,5402.70,13679528236
5/2/2019,5402.42,5522.26,5394.22,5505.28,5505.28,14644460907
5/3/2019,5505.55,5865.88,5490.20,5768.29,5768.29,18720780006
5/4/2019,5769.20,5886.89,5645.47,5831.17,5831.17,17567780766
5/5/2019,5831.07,5833.86,5708.04,5795.71,5795.71,14808830723
5/6/2019,5791.69,5802.96,5653.69,5746.81,5746.81,15737171804
5/7/2019,5745.60,5988.18,5741.40,5829.50,5829.50,18026409033
5/8/2019,5849.48,5989.98,5794.72,5982.46,5982.46,15320605300
5/9/2019,5982.32,6183.04,5982.32,6174.53,6174.53,16784645411
5/10/2019,6175.82,6434.62,6161.52,6378.85,6378.85,19419875368
5/11/2019,6379.67,7333.00,6375.70,7204.77,7204.77,28867562329
5/12/2019,7203.51,7503.87,6815.77,6972.37,6972.37,27773333680
5/13/2019,6971.18,8047.41,6898.28,7814.92,7814.92,28677672181
5/14/2019,7807.88,8268.71,7696.39,7994.42,7994.42,32031452227
5/15/2019,7989.37,8216.42,7899.11,8205.17,8205.17,28344112920
5/16/2019,8194.50,8320.82,7729.61,7884.91,7884.91,33167197581
5/17/2019,7886.93,7929.15,7038.12,7343.90,7343.90,30066644905
5/18/2019,7341.66,7447.27,7251.50,7271.21,7271.21,21354286562
5/19/2019,7267.96,8261.94,7267.96,8197.69,8197.69,25902422040
5/20/2019,8196.92,8200.97,7678.78,7978.31,7978.31,23843404340
5/21/2019,7977.97,8062.17,7843.34,7963.33,7963.33,25127245056
5/22/2019,7956.29,7997.61,7615.99,7680.07,7680.07,24719473175
5/23/2019,7677.27,7943.79,7533.20,7881.85,7881.85,24457107820
5/24/2019,7881.70,8140.72,7824.45,7987.37,7987.37,25919126991
5/25/2019,7991.89,8117.93,7965.98,8052.54,8052.54,22256813107
5/26/2019,8055.21,8687.52,7924.67,8673.22,8673.22,26677970091
5/27/2019,8674.07,8907.17,8668.71,8805.78,8805.78,27949839564
5/28/2019,8802.76,8807.02,8634.72,8719.96,8719.96,24226919267
5/29/2019,8718.59,8755.85,8482.73,8659.49,8659.49,23473479966
5/30/2019,8661.76,9008.31,8221.27,8319.47,8319.47,29246528551
5/31/2019,8320.29,8586.66,8172.55,8574.50,8574.50,25365190957
6/1/2019,8573.84,8625.60,8481.58,8564.02,8564.02,22488303544
6/2/2019,8565.47,8809.30,8561.24,8742.96,8742.96,20266216022
6/3/2019,8741.75,8743.50,8204.19,8209.00,8209.00,22004511436
6/4/2019,8210.99,8210.99,7564.49,7707.77,7707.77,24609731549
6/5/2019,7704.34,7901.85,7668.67,7824.23,7824.23,21760923463
6/6/2019,7819.63,7937.34,7571.47,7822.02,7822.02,19474611077
6/7/2019,7826.90,8126.15,7788.37,8043.95,8043.95,19141423231
6/8/2019,8036.77,8076.89,7837.61,7954.13,7954.13,16522722810
6/9/2019,7949.67,7975.97,7583.22,7688.08,7688.08,16610726547
6/10/2019,7692.28,8031.91,7586.73,8000.33,8000.33,18689275117
6/11/2019,8004.24,8026.39,7772.80,7927.71,7927.71,17107279932
6/12/2019,7925.43,8196.65,7862.36,8145.86,8145.86,19034432883
6/13/2019,8145.55,8311.57,8087.06,8230.92,8230.92,18669407147
6/14/2019,8230.90,8710.64,8183.39,8693.83,8693.83,19831162906
6/15/2019,8689.75,8859.13,8618.40,8838.38,8838.38,18371033226
6/16/2019,8841.44,9335.87,8814.56,8994.49,8994.49,23348550311
6/17/2019,8988.92,9416.41,8988.92,9320.35,9320.35,15562951919
6/18/2019,9335.47,9348.37,9004.90,9081.76,9081.76,15848210536
6/19/2019,9078.73,9299.62,9070.40,9273.52,9273.52,15546809946
6/20/2019,9273.06,9594.42,9232.48,9527.16,9527.16,17846823784
6/21/2019,9525.07,10144.56,9525.07,10144.56,10144.56,20624008643
6/22/2019,10175.92,11157.35,10107.04,10701.69,10701.69,29995204861
6/23/2019,10696.69,11246.14,10556.10,10855.37,10855.37,20998326502
6/24/2019,10853.74,11065.90,10610.43,11011.10,11011.10,19271652365
6/25/2019,11007.20,11790.92,11007.20,11790.92,11790.92,24879684533
6/26/2019,11778.58,13796.49,11755.60,13016.23,13016.23,45105733173
6/27/2019,13017.13,13311.14,10491.85,11182.81,11182.81,39977475223
6/28/2019,11162.17,12445.17,10914.50,12407.33,12407.33,35087757766
6/29/2019,12400.76,12400.91,11508.38,11959.37,11959.37,29923961128
6/30/2019,11931.99,12178.38,10799.01,10817.16,10817.16,27256473494
7/1/2019,10796.93,11206.44,10089.31,10583.13,10583.13,29378589324
7/2/2019,10588.68,10912.19,9737.88,10801.68,10801.68,31015895223
7/3/2019,10818.16,11968.08,10818.16,11961.27,11961.27,30796494294
7/4/2019,11972.72,12006.08,11166.57,11215.44,11215.44,25920294033
7/5/2019,11203.10,11395.66,10874.96,10978.46,10978.46,23838480210
7/6/2019,10982.54,11620.96,10982.54,11208.55,11208.55,21092024306
7/7/2019,11217.62,11541.62,11148.80,11450.85,11450.85,19369044277
7/8/2019,11446.60,12345.83,11393.37,12285.96,12285.96,23482551458
7/9/2019,12284.33,12779.13,12233.26,12573.81,12573.81,28167921523
7/10/2019,12571.54,13129.53,11710.98,12156.51,12156.51,33627574244
7/11/2019,12139.71,12144.62,11158.92,11358.66,11358.66,28595327690
7/12/2019,11354.30,11905.49,11179.14,11815.99,11815.99,23534692797
7/13/2019,11813.13,11841.96,10908.48,11392.38,11392.38,21042616384
7/14/2019,11381.02,11451.20,10234.58,10256.06,10256.06,22486000001
7/15/2019,10257.84,11052.77,9992.01,10895.09,10895.09,25384047207
7/16/2019,10896.65,10996.63,9448.11,9477.64,9477.64,24151199070
7/17/2019,9471.21,9963.13,9163.13,9693.80,9693.80,24569921549
7/18/2019,9698.50,10736.84,9376.80,10666.48,10666.48,25187024648
7/19/2019,10653.96,10716.98,10229.63,10530.73,10530.73,20727426310
7/20/2019,10525.82,11048.66,10451.28,10767.14,10767.14,20206615155
7/21/2019,10777.53,10841.89,10389.60,10599.11,10599.11,17130580467
7/22/2019,10596.95,10651.79,10154.92,10343.11,10343.11,16334414913
7/23/2019,10346.75,10346.75,9883.59,9900.77,9900.77,17851916995
7/24/2019,9887.73,9908.80,9614.31,9811.93,9811.93,17398734322
7/25/2019,9809.10,10154.25,9773.96,9911.84,9911.84,15821952090
7/26/2019,9913.13,9916.52,9717.98,9870.30,9870.30,14495714483
7/27/2019,9871.17,10167.32,9411.52,9477.68,9477.68,16817809536
7/28/2019,9491.63,9575.54,9252.30,9552.86,9552.86,13738687093
7/29/2019,9548.18,9681.65,9472.95,9519.15,9519.15,13791445323
7/30/2019,9522.33,9701.76,9437.34,9607.42,9607.42,13829811132
7/31/2019,9604.05,10085.63,9598.10,10085.63,10085.63,16631520648
8/1/2019,10077.44,10446.92,9922.02,10399.67,10399.67,17165337858
8/2/2019,10402.04,10657.95,10371.01,10518.17,10518.17,17489094082
8/3/2019,10519.28,10946.78,10503.50,10821.73,10821.73,15352685061
8/4/2019,10821.63,11009.21,10620.28,10970.18,10970.18,16530894787
8/5/2019,10960.74,11895.09,10960.74,11805.65,11805.65,23875988832
8/6/2019,11811.54,12273.82,11290.73,11478.17,11478.17,23635107660
8/7/2019,11476.19,12036.99,11433.70,11941.97,11941.97,22194988641
8/8/2019,11954.04,11979.42,11556.17,11966.41,11966.41,19481591730
8/9/2019,11953.47,11970.46,11709.75,11862.94,11862.94,18339989960
8/10/2019,11861.56,11915.66,11323.90,11354.02,11354.02,18125355447
8/11/2019,11349.74,11523.58,11248.29,11523.58,11523.58,15774371518
8/12/2019,11528.19,11528.19,11320.95,11382.62,11382.62,13647198229
8/13/2019,11385.05,11420.05,10830.33,10895.83,10895.83,16681503537
8/14/2019,10889.49,10889.56,10028.14,10051.70,10051.70,19990838300
8/15/2019,10038.42,10437.41,9675.32,10311.55,10311.55,22899115082
8/16/2019,10319.42,10524.35,9855.48,10374.34,10374.34,20228207096
8/17/2019,10358.72,10452.63,10086.70,10231.74,10231.74,13778035685
8/18/2019,10233.01,10487.07,10119.09,10345.81,10345.81,12999813869
8/19/2019,10350.28,10916.05,10313.20,10916.05,10916.05,16038264603
8/20/2019,10916.35,10947.04,10618.96,10763.23,10763.23,15053082175
8/21/2019,10764.57,10798.73,9962.72,10138.05,10138.05,19473084768
8/22/2019,10142.52,10233.00,9831.46,10131.06,10131.06,17097508856
8/23/2019,10136.31,10442.44,10078.19,10407.96,10407.96,15627023886
8/24/2019,10407.64,10418.02,9982.30,10159.96,10159.96,15451030650
8/25/2019,10160.74,10304.62,10008.79,10138.52,10138.52,14153856610
8/26/2019,10126.30,10512.33,10126.30,10370.82,10370.82,18438654080
8/27/2019,10372.83,10381.33,10087.30,10185.50,10185.50,14762609503
8/28/2019,10203.43,10279.37,9716.66,9754.42,9754.42,17603790323
8/29/2019,9756.79,9756.79,9421.63,9510.20,9510.20,17045878501
8/30/2019,9514.84,9656.12,9428.30,9598.17,9598.17,13595263986
8/31/2019,9597.54,9673.22,9531.80,9630.66,9630.66,11454806419
9/1/2019,9630.59,9796.76,9582.94,9757.97,9757.97,11445355859
9/2/2019,9757.47,10396.59,9730.65,10346.76,10346.76,17248102294
